200161110001001,01611100001,50
200161110001001,01611100002,50
200161110001001,01611100003,50
200161110001001,01611100004,50
200161110001001,01611100005,50
200161110001001,01611100006,50
200161110001001,01611100007,50
200161110001001,01611100008,50
200161110001001,01611100009,50
200161110001001,01611100010,50
200161110001001,01611100011,50
200161110001001,01611100012,50
200161110001001,01611100013,50
200161110001001,01611100014,50
200161110001001,01611100015,50
200161110001001,01611100016,50
200161110001001,01611100017,50
200161110001001,01611100018,50
200161110001001,01611100019,50
200161110001001,01611100020,50
200161110001001,01611100021,50
200161110001001,01611100022,50
200161110001001,01611100023,50
200161110001001,01611100024,50
200161110001001,01611100025,50
200161110001001,01611100026,50
200161110001001,01611100027,50
200161110001001,01611100028,50
200161110001001,01611100029,50
200161110001001,01611100030,50
200161110001001,01611100031,50
200161110001001,01611100032,50
200161110001001,01611100033,50
200161110001001,01611100034,50
200161110001001,01611100035,50
200161110001001,01611100036,50
200161110001001,01611100037,50
200161110001001,01611100038,50
200161110001001,01611100039,50
200161110001001,01611100040,50
200161110001002,01611100041,50
200161110001002,01611100042,50
200161110001002,01611100043,50
200161110001002,01611100044,50
200161110001002,01611100045,50
200161110001002,01611100046,50
200161110001002,01611100047,50
200161110001002,01611100048,50
200161110001002,01611100049,50
200161110001002,01611100050,50
200161110001002,01611100051,50
200161110001002,01611100052,50
200161110001002,01611100053,50
200161110001002,01611100054,50
200161110001002,01611100055,50
200161110001002,01611100056,50
200161110001002,01611100057,50
200161110001002,01611100058,50
200161110001002,01611100059,50
200161110001002,01611100060,50
200161110001002,01611100061,50
200161110001002,01611100062,50
200161110001002,01611100063,50
200161110001002,01611100064,50
200161110001002,01611100065,50
200161110001002,01611100066,50
200161110001002,01611100067,50
200161110001002,01611100068,50
200161110001002,01611100069,50
200161110001002,01611100070,50
200161110001002,01611100071,50
200161110001002,01611100072,50
200161110001002,01611100073,50
200161110001002,01611100074,50
200161110001002,01611100075,50
200161110001002,01611100076,50
200161110001002,01611100077,50
200161110001002,01611100078,50
200161110001002,01611100079,50
200161110001002,01611100080,50
200161110001003,01611100081,50
200161110001003,01611100082,50
200161110001003,01611100083,50
200161110001003,01611100084,50
200161110001003,01611100085,50
200161110001003,01611100086,50
200161110001003,01611100087,50
200161110001003,01611100088,50
200161110001003,01611100089,50
200161110001003,01611100090,50
200161110001003,01611100091,50
200161110001003,01611100092,50
200161110001003,01611100093,50
200161110001003,01611100094,50
200161110001003,01611100095,50
200161110001003,01611100096,50
200161110001003,01611100097,50
200161110001003,01611100098,50
200161110001003,01611100099,50
200161110001003,01611100100,50
200161110001003,01611100101,50
200161110001003,01611100102,50
200161110001003,01611100103,50
200161110001003,01611100104,50
200161110001003,01611100105,50
200161110001003,01611100106,50
200161110001003,01611100107,50
200161110001003,01611100108,50
200161110001003,01611100109,50
200161110001003,01611100110,50
200161110001003,01611100111,50
200161110001003,01611100112,50
200161110001003,01611100113,50
200161110001003,01611100114,50
200161110001003,01611100115,50
200161110001003,01611100116,50
200161110001003,01611100117,50
200161110001003,01611100118,50
200161110001003,01611100119,50
200161110001003,01611100120,50
200161110001004,01611100121,50
200161110001004,01611100122,50
200161110001004,01611100123,50
200161110001004,01611100124,50
200161110001004,01611100125,50
200161110001004,01611100126,50
200161110001004,01611100127,50
200161110001004,01611100128,50
200161110001004,01611100129,50
200161110001004,01611100130,50
200161110001004,01611100131,50
200161110001004,01611100132,50
200161110001004,01611100133,50
200161110001004,01611100134,50
200161110001004,01611100135,50
200161110001004,01611100136,50
200161110001004,01611100137,50
200161110001004,01611100138,50
200161110001004,01611100139,50
200161110001004,01611100140,50
200161110001004,01611100141,50
200161110001004,01611100142,50
200161110001004,01611100143,50
200161110001004,01611100144,50
200161110001004,01611100145,50
200161110001004,01611100146,50
200161110001004,01611100147,50
200161110001004,01611100148,50
200161110001004,01611100149,50
200161110001004,01611100150,50
200161110001004,01611100151,50
200161110001004,01611100152,50
200161110001004,01611100153,50
200161110001004,01611100154,50
200161110001004,01611100155,50
200161110001004,01611100156,50
200161110001004,01611100157,50
200161110001004,01611100158,50
200161110001004,01611100159,50
200161110001004,01611100160,50
200161110001005,01611100161,50
200161110001005,01611100162,50
200161110001005,01611100163,50
200161110001005,01611100164,50
200161110001005,01611100165,50
200161110001005,01611100166,50
200161110001005,01611100167,50
200161110001005,01611100168,50
200161110001005,01611100169,50
200161110001005,01611100170,50
200161110001005,01611100171,50
200161110001005,01611100172,50
200161110001005,01611100173,50
200161110001005,01611100174,50
200161110001005,01611100175,50
200161110001005,01611100176,50
200161110001005,01611100177,50
200161110001005,01611100178,50
200161110001005,01611100179,50
200161110001005,01611100180,50
200161110001005,01611100181,50
200161110001005,01611100182,50
200161110001005,01611100183,50
200161110001005,01611100184,50
200161110001005,01611100185,50
200161110001005,01611100186,50
200161110001005,01611100187,50
200161110001005,01611100188,50
200161110001005,01611100189,50
200161110001005,01611100190,50
200161110001005,01611100191,50
200161110001005,01611100192,50
200161110001005,01611100193,50
200161110001005,01611100194,50
200161110001005,01611100195,50
200161110001005,01611100196,50
200161110001005,01611100197,50
200161110001005,01611100198,50
200161110001005,01611100199,50
200161110001005,01611100200,50
200161110001006,01611100201,50
200161110001006,01611100202,50
200161110001006,01611100203,50
200161110001006,01611100204,50
200161110001006,01611100205,50
200161110001006,01611100206,50
200161110001006,01611100207,50
200161110001006,01611100208,50
200161110001006,01611100209,50
200161110001006,01611100210,50
200161110001006,01611100211,50
200161110001006,01611100212,50
200161110001006,01611100213,50
200161110001006,01611100214,50
200161110001006,01611100215,50
200161110001006,01611100216,50
200161110001006,01611100217,50
200161110001006,01611100218,50
200161110001006,01611100219,50
200161110001006,01611100220,50
200161110001006,01611100221,50
200161110001006,01611100222,50
200161110001006,01611100223,50
200161110001006,01611100224,50
200161110001006,01611100225,50
200161110001006,01611100226,50
200161110001006,01611100227,50
200161110001006,01611100228,50
200161110001006,01611100229,50
200161110001006,01611100230,50
200161110001006,01611100231,50
200161110001006,01611100232,50
200161110001006,01611100233,50
200161110001006,01611100234,50
200161110001006,01611100235,50
200161110001006,01611100236,50
200161110001006,01611100237,50
200161110001006,01611100238,50
200161110001006,01611100239,50
200161110001006,01611100240,50
200161110001007,01611100241,50
200161110001007,01611100242,50
200161110001007,01611100243,50
200161110001007,01611100244,50
200161110001007,01611100245,50
200161110001007,01611100246,50
200161110001007,01611100247,50
200161110001007,01611100248,50
200161110001007,01611100249,50
200161110001007,01611100250,50
200161110001007,01611100251,50
200161110001007,01611100252,50
200161110001007,01611100253,50
200161110001007,01611100254,50
200161110001007,01611100255,50
200161110001007,01611100256,50
200161110001007,01611100257,50
200161110001007,01611100258,50
200161110001007,01611100259,50
200161110001007,01611100260,50
200161110001007,01611100261,50
200161110001007,01611100262,50
200161110001007,01611100263,50
200161110001007,01611100264,50
200161110001007,01611100265,50
200161110001007,01611100266,50
200161110001007,01611100267,50
200161110001007,01611100268,50
200161110001007,01611100269,50
200161110001007,01611100270,50
200161110001007,01611100271,50
200161110001007,01611100272,50
200161110001007,01611100273,50
200161110001007,01611100274,50
200161110001007,01611100275,50
200161110001007,01611100276,50
200161110001007,01611100277,50
200161110001007,01611100278,50
200161110001007,01611100279,50
200161110001007,01611100280,50
200161110001008,01611100281,50
200161110001008,01611100282,50
200161110001008,01611100283,50
200161110001008,01611100284,50
200161110001008,01611100285,50
200161110001008,01611100286,50
200161110001008,01611100287,50
200161110001008,01611100288,50
200161110001008,01611100289,50
200161110001008,01611100290,50
200161110001008,01611100291,50
200161110001008,01611100292,50
200161110001008,01611100293,50
200161110001008,01611100294,50
200161110001008,01611100295,50
200161110001008,01611100296,50
200161110001008,01611100297,50
200161110001008,01611100298,50
200161110001008,01611100299,50
200161110001008,01611100300,50
200161110001008,01611100301,50
200161110001008,01611100302,50
200161110001008,01611100303,50
200161110001008,01611100304,50
